DSF Project ID,Delivery State,Flow,Domain,Sub-Domain,Plan Work,Replan Work,Closed Work,Plan Start,Replan Start,Actual Start,Plan End,Replan End,Actual End,Plan Days,Replan Days,Plan Hr,Replan Hr,Logged Hr,EAC Hr,EAC Efficiency,Work Prog,Time Prog,Effort Prog,RAG, Reason
DSFFLOW-3443,On Hold,Upgrade,Network Management,Element Management & Reporting,21,15,9,14-Jul-25,14-Jul-25,14-Jul-25,19-Sep-25,19-Sep-25,01-Aug-25,67,67,158.5,158.5,149.0,229.0,-44%,60%,29%,94%,Red,[On Hold] projecting 5%+ EAC effort overrun; efforts burnt misaligned with work progress; efforts burnt misaligned with time progress; 
DSFFLOW-4055,On Hold,Upgrade,Network Management,Element Management & Reporting,26,19,12,04-Aug-25,04-Aug-25,04-Aug-25,30-Sep-25,30-Sep-25,,57,57,328.0,328.0,134.02,286.02,13%,63%,86%,41%,Amber,[On Hold] efforts burnt misaligned with work progress; 
DSFFLOW-133,On Hold,Upgrade,BOS,Core Commerce,423,423,165,17-Mar-25,17-Mar-25,09-Apr-25,30-Jun-25,29-Sep-25,,105,196,3067.0,3067.0,1563.000833,3136.999167,-2%,39%,96%,51%,Amber,[On Hold] projecting 1%+ EAC effort overrun ; work progress misaligned with time progress; late start; 
DSFFLOW-2828,On Hold,Migration,Core Network,UDM,15,15,1,14-Jul-25,14-Jul-25,,28-Nov-25,28-Nov-25,,137,137,593.0,593.0,383.5,542.0,9%,8%,51%,65%,Red,[On Hold] efforts burnt outweighing work output; 
DSFFLOW-2901,On Hold,Maiden Installation,Network Management,Resource Orchestration,34,33,13,01-Jun-25,01-Jun-25,08-Jul-25,30-Aug-25,30-Aug-25,,90,90,777.75,777.75,248.75,742.75,5%,39%,125%,32%,Amber,[On Hold] efforts burnt misaligned with time progress; work progress misaligned with time progress; late start; 
DSFFLOW-3812,On Hold,Upgrade,Core Network,Cloud,36,36,4,05-May-25,28-Jul-25,28-Jul-25,30-Dec-25,30-Dec-25,,239,155,785.0,879.0,305.0,854.0,3%,11%,37%,35%,Amber,[On Hold] efforts burnt misaligned with work progress; 
DSFFLOW-3327,Block,Upgrade,Network Management,Resource Orchestration,26,26,14,15-Jul-25,15-Jul-25,21-Jul-25,31-Oct-25,31-Oct-25,,108,108,334.0,334.0,166.05,319.5,4%,54%,64%,50%,Green,[Block] 
DSFFLOW-2916,Assigned,Maiden Installation,Core Network,MSS,12,12,0,15-May-25,15-May-25,,21-Dec-26,21-Dec-26,,585,585,204.0,204.0,,204.0,0%,0%,22%,0%,Amber,[Assigned] with 130 days past due start date; 
DSFFLOW-6627,Assigned,Upgrade,Network Management,Element Management,76,76,0,04-Sep-25,04-Sep-25,,31-Dec-25,31-Dec-25,,118,118,897.5,897.5,,897.5,0%,0%,16%,0%,Amber,[Assigned] with 18 days past due start date; 
DSFFLOW-6003,Assigned,"Upgrade, Continuous Adaptation",BOS,Monetization Billing,60,60,0,31-Jul-25,31-Jul-25,,29-Mar-26,29-Mar-26,,241,241,15277.75,15277.75,,15277.75,0%,0%,22%,0%,Amber,[Assigned] with 53 days past due start date; 
DSFFLOW-5009,Assigned,Maiden Installation,Core Network,UDM,14,14,0,18-Aug-25,18-Aug-25,,31-Dec-28,31-Dec-28,,1231,1231,220.0,220.0,,220.0,0%,0%,3%,0%,Amber,[Assigned] with 35 days past due start date; 
DSFFLOW-5559,Assigned,Upgrade,Core Network,UDM,13,13,0,14-Aug-25,14-Aug-25,,05-Oct-28,05-Oct-28,,1148,1148,220.0,220.0,,220.0,0%,0%,3%,0%,Amber,[Assigned] with 39 days past due start date; 
DSFFLOW-6736,Assigned,"Maiden Installation, Migration, Continuous Testing","BOS, ISD","Common Services-Data Migration, Core Commerce, BSS Application Testing",37,37,0,14-Aug-25,14-Aug-25,,30-Oct-26,30-Oct-26,,442,442,30409.0,30409.0,,30409.0,0%,0%,9%,0%,Amber,[Assigned] with 39 days past due start date; 
DSFFLOW-6461,Assigned,Upgrade,Core Network,MSS,39,39,0,01-Sep-25,01-Sep-25,,31-Dec-25,31-Dec-25,,121,121,877.0,877.0,,877.0,0%,0%,18%,0%,Amber,[Assigned] with 21 days past due start date; 
DSFFLOW-6331,Assigned,Upgrade,Core Network,MSS,57,57,0,09-Jul-25,09-Jul-25,,31-Dec-25,31-Dec-25,,175,175,2185.0,2185.0,,2185.0,0%,0%,43%,0%,Amber,[Assigned] with 75 days past due start date; 
DSFFLOW-4013,Assigned,Maiden Installation,Core Network,MSS,38,38,0,25-Jul-25,25-Jul-25,,15-Apr-26,15-Apr-26,,264,264,2613.0,2613.0,,2613.0,0%,0%,23%,0%,Amber,[Assigned] with 59 days past due start date; 
DSFFLOW-1809,Assigned,"Upgrade, Maiden Installation",Core Network,"MSS, Signaling",46,46,0,03-Mar-25,15-Sep-25,,15-Dec-25,31-Dec-25,,287,107,1202.0,1202.0,,1202.0,0%,0%,8%,0%,Amber,[Assigned] with 7 days past due start date; 
DSFFLOW-6779,Assigned,Expansion,Core Network,Cloud-3PP/MPBN,49,49,0,31-Aug-25,31-Aug-25,,15-Dec-25,15-Dec-25,,106,106,973.87,973.87,,973.87,0%,0%,21%,0%,Amber,[Assigned] with 22 days past due start date; 
DSFFLOW-5350,Assigned,Upgrade,BOS,D&A Mediation,67,67,0,21-Jul-25,21-Jul-25,,31-May-26,31-May-26,,314,314,2487.1,2487.1,,2487.1,0%,0%,20%,0%,Amber,[Assigned] with 63 days past due start date; 
DSFFLOW-4729,Assigned,Upgrade,Core Network,Cloud-3PP/MPBN,16,16,0,01-Aug-25,01-Aug-25,,31-Oct-25,31-Oct-25,,91,91,320.0,320.0,,320.0,0%,0%,58%,0%,Amber,[Assigned] with 52 days past due start date; 
DSFFLOW-6645,Assigned,Expansion,Core Network,Cloud-3PP/MPBN,29,29,0,31-Aug-25,31-Aug-25,,12-Dec-25,12-Dec-25,,103,103,728.0,728.0,,728.0,0%,0%,22%,0%,Amber,[Assigned] with 22 days past due start date; 
DSFFLOW-3998,Assigned,Upgrade,Core Network,MSS,13,13,0,25-Jul-25,30-Oct-25,,15-Apr-26,31-Dec-25,,264,62,220.0,220.0,,220.0,0%,0%,-59%,0%,Green,[Assigned] with 38 days left to start; 
DSFFLOW-6573,Assigned,Upgrade,Core Network,IMS,45,45,0,25-Aug-25,25-Aug-25,,30-Oct-25,30-Oct-25,,66,66,309.0,309.0,,309.0,0%,0%,43%,0%,Amber,[Assigned] with 28 days past due start date; 
DSFFLOW-3294,Assigned,Upgrade,Core Network,IMS,65,65,0,08-Jul-25,26-Jun-25,,22-Sep-25,15-Aug-25,,76,50,312.0,312.0,,312.0,0%,0%,175%,0%,Amber,[Assigned] with 88 days past due start date; 
DSFFLOW-325,Assigned,Upgrade,Core Network,MSS,34,34,0,22-Apr-25,15-Sep-25,,31-Dec-26,31-Dec-25,,618,107,512.0,512.0,,512.0,0%,0%,8%,0%,Amber,[Assigned] with 7 days past due start date; 
DSFFLOW-6794,Assigned,Upgrade,Core Network,"Cloud, EPC, UDM",94,94,0,14-Sep-25,14-Sep-25,,25-Feb-27,25-Feb-27,,529,529,4728.4,4728.4,,4728.4,0%,0%,2%,0%,Amber,[Assigned] with 8 days past due start date; 
DSFFLOW-626,Backlog,Maiden Installation,Core Network,EPC,34,34,0,29-Apr-25,29-Apr-25,29-Apr-25,31-Aug-25,31-Aug-25,,124,124,2496.0,2496.0,904.0,2392.0,4%,0%,118%,36%,Red,[Backlog] with wrong project state with efforts burning; 146 days past due start date; 
DSFFLOW-356,Backlog,Expansion,Core Network,UDM,13,13,0,18-Dec-24,18-Dec-24,,31-Jul-26,31-Jul-26,,590,590,222.0,222.0,,222.0,0%,0%,47%,0%,Amber,[Backlog] with 278 days past due start date; 
DSFFLOW-371,Backlog,Upgrade,Core Network,MSS,28,28,0,24-Mar-25,15-Sep-25,,25-Jul-25,31-Dec-25,,123,107,700.0,700.0,,700.0,0%,0%,8%,0%,Amber,[Backlog] with 7 days past due start date; 
DSFFLOW-1223,Backlog,Expansion,Core Network,"EPC, Signaling, UDM",166,166,1,09-May-25,09-May-25,,31-Dec-25,31-Dec-25,,236,236,33976.0,33976.0,1129.0,33976.0,0%,1%,58%,3%,Red,[Backlog] with wrong project state with work happening; efforts burning; 136 days past due start date; 
DSFFLOW-879,Rejected,Upgrade,Network Management,Element Management & Reporting,12,12,0,09-May-25,09-May-25,,29-Jun-25,29-Jun-25,,51,51,0.0,0.0,,0.0,0%,0%,263%,0%,,
